Skill Name,ID,Mechanic,Class,Skill Line,Set Name,#,Description,Equations
Arrow Spray 4,40765,Power,Weapon,Bow,,1,"Fire a burst of arrows in one shot, dealing <<1>> to enemies in front of you.","<<1>> = 0.077475 MaxStat + 0.8134875 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Physical, AOE, Direct, R2 = 1)"
Artaeum Takeaway Broth,107789,Werewolf,,,,5,"Increase Max Health by <<1>>, Health Recovery by <<2>>, Max Stamina by <<3>> and Stamina Recovery by <<4>> for <<5>>.",<<1>> = 2835 (Constant) <<2>> = 346 (Constant) <<3>> = 2625 (Constant) <<4>> = 288 (Constant) <<5>> = 2 hours (Constant)
Arterial Burst 1,38956,Werewolf,World,Vampire,,3,"Rend an enemy, dealing <<1>> and applying the <<2>> status effect.  Deals up to <<3>>% more damage based on your missing Health.  If you use this ability while you are under 50% Health, it will always be a Critical Strike.","<<1>> = 0.1033 MaxStat + 1.08465 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Hemorrhaging (Constant) <<3>> = 33 (Constant)"
Arterial Burst 2,41879,Werewolf,World,Vampire,,3,"Rend an enemy, dealing <<1>> and applying the <<2>> status effect.  Deals up to <<3>>% more damage based on your missing Health.  If you use this ability while you are under 50% Health, it will always be a Critical Strike.","<<1>> = 0.1044363 MaxStat + 1.09658115 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Hemorrhaging (Constant) <<3>> = 33 (Constant)"
Arterial Burst 3,41880,Werewolf,World,Vampire,,3,"Rend an enemy, dealing <<1>> and applying the <<2>> status effect.  Deals up to <<3>>% more damage based on your missing Health.  If you use this ability while you are under 50% Health, it will always be a Critical Strike.","<<1>> = 0.1055726 MaxStat + 1.1085123 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Hemorrhaging (Constant) <<3>> = 33 (Constant)"
Arterial Burst 4,41881,Werewolf,World,Vampire,,3,"Rend an enemy, dealing <<1>> and applying the <<2>> status effect.  Deals up to <<3>>% more damage based on your missing Health.  If you use this ability while you are under 50% Health, it will always be a Critical Strike.","<<1>> = 0.1067089 MaxStat + 1.12044345 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Hemorrhaging (Constant) <<3>> = 33 (Constant)"
Artifact Ward,117188,Werewolf,,,,2,"Surround yourself with a net of magic negation, gaining a damage shield that absorbs <<1>> damage for <<2>>. Damage shield strength capped at 40% of your Max Health.","<<1>> = 0.3 Magicka  (Magicka, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 6 seconds (Constant)"
Artifact Ward,117997,Werewolf,,,,2,"Surround yourself with a net of magic negation, gaining a damage shield that absorbs <<1>> damage for <<2>>. Damage shield strength capped at 40% of your Max Health.","<<1>> = 0.3 Magicka  (Magicka, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 6 seconds (Constant)"
Ascendant Order Disguise,163388,Werewolf,,,,1,"This simple cowled robe allows the wearer to temporarily conceal Bounty status from Guards and blend in with passersby. The disguise disappears if witnessed committing a crime, if the disguise is unequipped, if the wearer dies, or after <<1>>.",<<1>> = 5 minutes (Constant)
Ash Cloud,223712,Magicka,,,,3,"<<1>> desecrates the ground at the target location, dealing <<2>> over <<3>>.","<<1>> = Your Companion (Constant) <<2>> = 0.012121 MaxStat + 0.127273 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, DOT, 10s duration, 1s tick, R2 = 1) <<3>> = 10 seconds (Constant)"
Ash Cloud,223706,Magicka,,,,5,"<<1>> summons a scorching cloud of ash at the target location for <<2>>, reducing enemy Movement Speed by <<3>> and healing them and their allies for <<4>> Health every <<5>>.","<<1>> = Your Companion (Constant) <<2>> = 8 seconds (Constant) <<3>> = 70% (Constant) <<4>> = -9.0E-6 MaxStat + 0.749813 MaxPower + 0.294756  (Ultimate, ratio = -83312.56, Heal, AOE, Direct, R2 = 1) <<5>> = 2 seconds (Constant)"
Ash Storm,87958,Werewolf,,,,3,"Create a cataclysmic storm at the target location that builds for 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.",<<1>> = AB_MAGIC_DAMAGE (Constant) <<2>> = AB_FREQUENCY (Constant) <<3>> = AB_DURATION_NO_DELAY (Constant)
Ash Storm,20697,Werewolf,,,,4,,"<<1>> = 10 seconds (Constant) <<2>> = 0.0075 Magicka + 0.07875 SD  (Magicka, ratio = 10.50, Dmg, Flame, AOE, Direct, Melee, R2 = 1) <<3>> = 0.5 seconds (Constant) <<4>> = 50% (Constant)"
Ash Storm,87960,Werewolf,,,,3,"Create a cataclysmic storm at the target location that builds for 2 seconds then lays waste to all enemies in the area, dealing <<1>> every <<2>> for <<3>>.",<<1>> = AB_MAGIC_DAMAGE (Constant) <<2>> = AB_FREQUENCY (Constant) <<3>> = AB_DURATION_NO_DELAY (Constant)
Ashen Grip,29124,Werewolf,,,Ashen Grip,2,"When you deal Martial melee damage, you breathe fire to all enemies in front of you for <<1>>. This effect can occur once every <<2>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = + 0.775 MaxPower  (Ultimate, Dmg, Flame, AOE, Direct, Melee, R2 = 1) <<2>> = 4 seconds (Constant)"
Ashlander 1,36588,Werewolf,Dark Elf,Dark Elf Skills,,1,Increases your experience gain with the Dual Wield skill line by 15%.  Reduces your damage taken from environmental lava by <<1>>.,<<1>> = 50% (Constant)
Aspect of Mazzatun,84275,Werewolf,,,Aspect of Mazzatun,3,"When you take damage while under 30% Health, you heal for <<1>> Health and restore <<2>> Magicka and Stamina. This effect can occur once every <<3>>.",<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 45 seconds (Constant)
Aspect of Terror,75275,Werewolf,,,,2,,<<1>> = 0 seconds (Constant) <<2>> = AB_DURATION (Constant)
Aspect of Terror,177248,Werewolf,,,,1,"Summon a dark spirit to terrify nearby enemies, causing them to cower in fear for <<1>>.",<<1>> = 0 seconds (Constant)
Aspect of Terror 1,25352,Werewolf,Nightblade,Shadow,,4,"Summon a dark spirit to terrify nearby enemies, causing them to cower in fear for <<1>> and be afflicted with <<2>> for <<3>>, reducing their Weapon and Spell Damage by <<4>>.",<<1>> = 2 seconds (Constant) <<2>> = Major Cowardice (Constant) <<3>> = 10 seconds (Constant) <<4>> = 430 (Constant)
Aspect of Terror 2,38061,Werewolf,Nightblade,Shadow,,4,"Summon a dark spirit to terrify nearby enemies, causing them to cower in fear for <<1>> and be afflicted with <<2>> for <<3>>, reducing their Weapon and Spell Damage by <<4>>.",<<1>> = 2 seconds (Constant) <<2>> = Major Cowardice (Constant) <<3>> = 10 seconds (Constant) <<4>> = 430 (Constant)
Aspect of Terror 3,38063,Werewolf,Nightblade,Shadow,,4,"Summon a dark spirit to terrify nearby enemies, causing them to cower in fear for <<1>> and be afflicted with <<2>> for <<3>>, reducing their Weapon and Spell Damage by <<4>>.",<<1>> = 2 seconds (Constant) <<2>> = Major Cowardice (Constant) <<3>> = 10 seconds (Constant) <<4>> = 430 (Constant)
Aspect of Terror 4,38065,Werewolf,Nightblade,Shadow,,4,"Summon a dark spirit to terrify nearby enemies, causing them to cower in fear for <<1>> and be afflicted with <<2>> for <<3>>, reducing their Weapon and Spell Damage by <<4>>.",<<1>> = 2 seconds (Constant) <<2>> = Major Cowardice (Constant) <<3>> = 10 seconds (Constant) <<4>> = 430 (Constant)
Assassin's Blade 1,33386,Werewolf,Nightblade,Assassination,,3,"Thrust a magic blade with lethal precision to stab an enemy, dealing <<1>>. Deals <<2>>% more damage to enemies below <<3>>% Health.","<<1>> = 0.05 MaxStat + 0.525 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 300 (Constant) <<3>> = 25 (Constant)"
Assassin's Blade 2,35580,Werewolf,Nightblade,Assassination,,3,"Thrust a magic blade with lethal precision to stab an enemy, dealing <<1>>. Deals <<2>>% more damage to enemies below <<3>>% Health.","<<1>> = 0.05055 MaxStat + 0.530775 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 300 (Constant) <<3>> = 25 (Constant)"
Assassin's Blade 3,35582,Werewolf,Nightblade,Assassination,,3,"Thrust a magic blade with lethal precision to stab an enemy, dealing <<1>>. Deals <<2>>% more damage to enemies below <<3>>% Health.","<<1>> = 0.0511 MaxStat + 0.53655 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 300 (Constant) <<3>> = 25 (Constant)"
Assassin's Blade 4,35584,Werewolf,Nightblade,Assassination,,3,"Thrust a magic blade with lethal precision to stab an enemy, dealing <<1>>. Deals <<2>>% more damage to enemies below <<3>>% Health.","<<1>> = 0.05165 MaxStat + 0.542325 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Magic, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 300 (Constant) <<3>> = 25 (Constant)"
Assassin's Guile,92768,Werewolf,,,Assassin's Guile,1,Increases the duration of your alchemical poisons by <<1>>.,<<1>> = 4 seconds (Constant)
Assassinate,81534,Werewolf,,,,4,"Ravage an enemy with a spinning attack, dealing <<1>> and increasing your damage against them by <<2>> for <<3>>.  Also afflicts the enemy with Major Defile, reducing the effectiveness of healing done to them by <<4>>.",<<1>> = AB_MAGIC_DAMAGE (Constant) <<2>> = AB_DERIVED_VALUE_PERCENT (Constant) <<3>> = AB_DURATION (Constant) <<4>> = 12% (Constant)
Assassinate Bonus,53260,Werewolf,,,,1,,<<1>> = AB_PHYSICAL_DAMAGE (Constant)
Athletics 1,29742,Werewolf,Armor,Medium Armor,,3,Increases the Movement Speed bonus of Sprint by 2% for each piece of Medium Armor equipped.  Current bonus: <<1>>.  Reduces the cost of Roll Dodge by <<2>>% for each piece of Medium Armor equipped.  Current bonus: <<3>>.,"<<1>> = 2 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1) <<2>> = 2 (Constant) <<3>> = 2 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1)"
Athletics 2,45574,Werewolf,Armor,Medium Armor,,3,Increases the Movement Speed bonus of Sprint by 3% for each piece of Medium Armor equipped.  Current bonus: <<1>>.  Reduces the cost of Roll Dodge by <<2>>% for each piece of Medium Armor equipped.  Current bonus: <<3>>.,"<<1>> = 3 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1) <<2>> = 4 (Constant) <<3>> = 4 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1)"
Atoning Spirit,222209,Magicka,,,,4,<<1>> conjures a ghostly spirit of a fallen Khajiit to redeem its soul in service to Azurah for <<2>>. The spirit heals them or the lowest Health ally around them every <<3>> restoring <<4>> Health.  Used when <<1>> or an ally is below 75% Health.,"<<1>> = Your Companion (Constant) <<2>> = 8 seconds (Constant) <<3>> = 2 seconds (Constant) <<4>> = + 1.5 WD  (Stamina, Heal, AOE, DOT, 8s duration, 2s tick, 0.3s cooldown, R2 = 1)"
Attuned Enchantments,201491,Magicka,,,,2,Your weapon enchantments are more effective!  Weapon enchantment effectiveness increased by <<1>> per stack.  Current Bonus: <<2>>,<<1>> = 60% (Constant) <<2>> = 0% (Constant)
Audacious Runemend,198292,Power,,,,5,"Craft a series of virtuous Apocryphal runes, then propel them at yourself or an ally in front of you. The runes heal for <<1>> Health three times and generate Crux.   Healing a target under 50% Health grants them <<2>> for <<3>>, generating <<4>> Ultimate every 1.5 seconds.  Each active Crux reduces the cost of this ability by <<5>>.","<<1>> = 0.05165 MaxStat + 0.542325 MaxPower  (Ultimate, ratio = 10.50, Heal, SingleTarget, Direct, R2 = 1) <<2>> = Minor Heroism (Constant) <<3>> = 6 seconds (Constant) <<4>> = 1 (Constant) <<5>> = 3% (Constant)"
Audacious Runemend 1,186191,Werewolf,Arcanist,Curative Runeforms,,5,"Craft a series of virtuous Apocryphal runes, then propel them at yourself or an ally in front of you. The runes heal for <<1>> Health three times and generate Crux.   Healing a target under 50% Health grants them <<2>> for <<3>>, generating <<4>> Ultimate every 1.5 seconds.  Each active Crux reduces the cost of this ability by <<5>>.","<<1>> = 0.05165 MaxStat + 0.542325 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Heal, SingleTarget, Direct, R2 = 1) <<2>> = Minor Heroism (Constant) <<3>> = 6 seconds (Constant) <<4>> = 1 (Constant) <<5>> = 3% (Constant)"
Audacious Runemend 2,20186191,Werewolf,Arcanist,Curative Runeforms,,5,"Craft a series of virtuous Apocryphal runes, then propel them at yourself or an ally in front of you. The runes heal for <<1>> Health three times and generate Crux.   Healing a target under 50% Health grants them <<2>> for <<3>>, generating <<4>> Ultimate every 1.5 seconds.  Each active Crux reduces the cost of this ability by <<5>>.","<<1>> = 0.05221815 MaxStat + 0.548290575 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Heal, SingleTarget, Direct, R2 = 1) <<2>> = Minor Heroism (Constant) <<3>> = 6 seconds (Constant) <<4>> = 1 (Constant) <<5>> = 3% (Constant)"
Audacious Runemend 3,30186191,Werewolf,Arcanist,Curative Runeforms,,5,"Craft a series of virtuous Apocryphal runes, then propel them at yourself or an ally in front of you. The runes heal for <<1>> Health three times and generate Crux.   Healing a target under 50% Health grants them <<2>> for <<3>>, generating <<4>> Ultimate every 1.5 seconds.  Each active Crux reduces the cost of this ability by <<5>>.","<<1>> = 0.0527863 MaxStat + 0.55425615 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Heal, SingleTarget, Direct, R2 = 1) <<2>> = Minor Heroism (Constant) <<3>> = 6 seconds (Constant) <<4>> = 1 (Constant) <<5>> = 3% (Constant)"
Audacious Runemend 4,40186191,Werewolf,Arcanist,Curative Runeforms,,5,"Craft a series of virtuous Apocryphal runes, then propel them at yourself or an ally in front of you. The runes heal for <<1>> Health three times and generate Crux.   Healing a target under 50% Health grants them <<2>> for <<3>>, generating <<4>> Ultimate every 1.5 seconds.  Each active Crux reduces the cost of this ability by <<5>>.","<<1>> = 0.05335445 MaxStat + 0.560221725 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Heal, SingleTarget, Direct, R2 = 1) <<2>> = Minor Heroism (Constant) <<3>> = 6 seconds (Constant) <<4>> = 1 (Constant) <<5>> = 3% (Constant)"
Augmented Areas,193977,Magicka,,,,1,Control the battlefield and take out your enemies!  Your Area of Effect abilities have their damage increased by <<1>>.,<<1>> = 50% (Constant)
Auriel's Bow Accuracy,118506,Werewolf,,,,1,Increases Weapon Critical rating by <<1>>.,<<1>> = 1314 (Constant)
Auriel's Shield,47374,Werewolf,,,,2,Increase you Armor by <<1>> for <<2>>.,<<1>> = 0 (Constant) <<2>> = 0s (Constant)
Aurora Javelin 1,26800,Werewolf,Templar,Aedric Spear,,2,"Hurl your spear at an enemy with godlike strength, dealing <<1>> and knocking them back <<2>>.  This ability ignores the enemy's Resistances and cannot be blocked.  The spear deals an additional 2% damage for every 1 meter you are away from the target, up to a maximum of 40%.","<<1>> = 0.06198 MaxStat + 0.65079 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Magic, SingleTarget, Direct, R2 = 1) <<2>> = 8 meters (Constant)"
Aurora Javelin 2,26977,Werewolf,Templar,Aedric Spear,,2,"Hurl your spear at an enemy with godlike strength, dealing <<1>> and knocking them back <<2>>.  This ability ignores the enemy's Resistances and cannot be blocked.  The spear deals an additional 2% damage for every 1 meter you are away from the target, up to a maximum of 40%.","<<1>> = 0.06266178 MaxStat + 0.65794869 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Magic, SingleTarget, Direct, R2 = 1) <<2>> = 8 meters (Constant)"
Aurora Javelin 3,26980,Werewolf,Templar,Aedric Spear,,2,"Hurl your spear at an enemy with godlike strength, dealing <<1>> and knocking them back <<2>>.  This ability ignores the enemy's Resistances and cannot be blocked.  The spear deals an additional 2% damage for every 1 meter you are away from the target, up to a maximum of 40%.","<<1>> = 0.06334356 MaxStat + 0.66510738 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Magic, SingleTarget, Direct, R2 = 1) <<2>> = 8 meters (Constant)"
Aurora Javelin 4,26983,Werewolf,Templar,Aedric Spear,,2,"Hurl your spear at an enemy with godlike strength, dealing <<1>> and knocking them back <<2>>.  This ability ignores the enemy's Resistances and cannot be blocked.  The spear deals an additional 2% damage for every 1 meter you are away from the target, up to a maximum of 40%.","<<1>> = 0.06402534 MaxStat + 0.67226607 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Magic, SingleTarget, Direct, R2 = 1) <<2>> = 8 meters (Constant)"
Auroran's Thunder,116882,Werewolf,,,Auroran's Thunder,4,"Dealing direct damage to a target within 10 meters of you summons a cone of lightning from your chest for <<1>>, dealing <<2>> every <<3>> to enemies in the cone. This effect can occur every <<4>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = 5 seconds (Constant) <<2>> = + 0.396878 MaxPower  (Ultimate, Dmg, Shock, AOE, DOT, 1s tick, R2 = 1) <<3>> = 1 second (Constant) <<4>> = 10 seconds (Constant)"
Automated Defense,93443,Werewolf,,,,1,"When you use an Ultimate ability while in combat, you and the closest 5 group members within 28 meters of you gain Major Aegis for 1 second per 10 Ultimate spent, reducing your damage taken from Dungeon, Trial, and Arena Monsters by <<1>>.",<<1>> = 10% (Constant)
Avatar Boon,148952,Werewolf,,,,2,"Summon a blizzard around you while blocking, inflicting <<1>> every <<2>> to enemies within 6 meters. Your blizzard has a 15% chance of inflicting Chilled on enemies damaged.","<<1>> = 0.031032 Health  (Health, Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant)"
Avatar Boon,212064,Werewolf,,,,2,"Summon a blizzard around you while blocking, inflicting <<1>> every <<2>> to enemies within 6 meters. Your blizzard has a 15% chance of inflicting Chilled on enemies damaged.","<<1>> = 0.031032 Health  (Health, Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant)"
Avatar Boon,148956,Werewolf,,,,2,"Summon a blizzard around you while blocking, inflicting <<1>> every <<2>> to enemies within your blizzard. Your blizzard has a 15% chance of inflicting Chilled on enemies damaged.","<<1>> = 0.031032 Health  (Health, Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant)"
