family,page,version,note
skills,Online:Cripple,5.0.5,"* Adjusted this ability and the Debilitate morph to follow our standardized Damage Over Time ruleset. * Increased the total duration to 10 seconds from 8 seconds, and increased the damage per tick by approximately 4%. This will result in roughly the same overall DPS, but over a longer duration. * Reduced Snare potency to 30% from 40%. * This ability and its morphs no longer grant the caster Major Expedition. * This ability can now be placed on an infinite amount of targets. ** Crippling Grasp: Added a 2 second delay between the first Damage Over Time tick and the initial hit. Also increased damage of the initial hit by approximately 25%, and increased the damage of each DoT tick by approximately 25% to make up for the damage loss of the first tick. ** Debilitate: Increased the Snare potency to 50%. This morph also no longer refunds the Magicka cost if the target dies while it was active. Instead, it applies Minor Magickasteal to the enemy while the DoT persists."
skills,Online:Cripple,5.0.7,"* Fixed an issue where the Snare and Immobilize from this ability would apply to their target, then immediately fall off."
skills,Online:Cripple,5.1.5,"* Decreased the cost of this ability and its morphs to 2970 from 3240, and increased the damage by approximately 17% per tick. * Crippling Grasp: Increased the initial hit damage by approximately 37%, and dtecreased the DoT damage by approximately 2%."
skills,Online:Cripple,5.2.5,* Decreased the damage per tick of this ability and its morphs by approximately 40%.
skills,Online:Cripple,6.3.5,"* Debilitate (morph): This morph now applies the Overcharged status effect each tick, rather than applying Minor Magickasteal for its duration. This will also fix an issue where Magickasteal could be removed if you recast this ability early."
skills,Online:Cripple,8.1.5,"* This ability and its morphs now last 20 seconds, up from 10. * Reduced the damage per tick of these abilities by approximately 23%. ** Crippling Grasp (morph): This morph now also reduces the cost of the ability to 2700, down from 2970."
skills,Online:Cripple,9.3.5,"* Debilitate (morph): This morph now increases the chance of applying the Overcharged status effect to 15%, rather than guaranteeing its application each tick, now that Overcharged does considerably more damage. Note this 15% is its base chance of applying status effects, and will still be increased by amplifications such as the Charged trait or Elemental Force."
skills,Online:Critical Charge,1.2.3,* Critical Rush: This ability no longer increases the damage of weapon enchantments.
skills,Online:Critical Charge,1.5.2,* Reduced damage of this ability by approximately 10%. * Critical Rush: Increased the ranged damage bonus for this ability to 68%. * Stampede: This ability now snares targets by 60% instead of immobilizing them.
skills,Online:Critical Charge,1.6.5,* Stampede: Increased the duration of the snare from this ability to 8 seconds from 5 seconds.
skills,Online:Critical Charge,2.3.5,"* Critical Rush: Fixed an issue where charging at the minimum range would reduce this morph's damage. * Adjusted the snare applied to the enemy target at the beginning of all charge/teleport abilities (such as Shield Charge, Critical Charge, or Teleport Strike) to be a 60% snare for 750 milliseconds from a 100% snare for 500 milliseconds. ** The snare remains unpurgable, and serves to help charge abilities hit moving targets more reliably without completing locking movement down."
skills,Online:Critical Charge,2.3.6,"* Fixed an issue where you were unable to attack if you sheathed your weapon after casting a charge or leap ability, including: ** Shield Charge ** Critical Charge ** Dragon Leap ** Teleport Strike"
skills,Online:Critical Charge,2.4.7,"* Made some additional adjustments to all charge abilities (Shield Charge, Critical Charge, etc.) to prevent charging in invalid locations."
skills,Online:Critical Charge,2.4.10,"* Fixed an issue where charge abilities (Shield Charge, Critical Charge, etc.) were causing your camera to clip through terrain when charging on certain slopes and hills."
skills,Online:Critical Charge,2.7.5,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Uppercut ** Critical Charge ** Cleave ** Reverse Slash ** Momentum ***Developer Comment: This change is aimed at newer players. Our intention for this weapon line and the ones below is getting players into the habit of using their primary damage ability as soon as possible.
skills,Online:Critical Charge,3.1.5,* Fixed a specific case where some charge and leap abilities (such as Critical Charge or Dragon Leap) were displaying their animation and visual effects but not actually moving you to the enemy target.
skills,Online:Critical Charge,3.2.5,* Stampede: Fixed an issue where this morph could apply multiple snare debuffs whenever it was recast.
skills,Online:Critical Charge,3.3.5,* Decreased the damage dealt by this ability and its morphs by approximately 11%. * Critical Rush: Decreased the damage bonus based on distance traveled granted by this morph to 40% from 68%. * Stampede: Decreased the duration of the snare applied by this morph to 4 seconds from 8 seconds.
skills,Online:Critical Charge,5.1.5,"* Critical Rush: Increased the damage bonus scaling of this ability to 50% from 40%. * Stampede: This morph no longer snares enemies hit. Instead, it now crushes the earth beneath you upon reaching your target, causing area damage to happen every second for an 8 second duration. This ability is balanced around our AoE DoT standards."
skills,Online:Critical Charge,5.2.5,"* Stampede (morph): ** Increased the duration of this morph to 10 seconds, up from 8, and reduced the damage per tick by approximately 20%."
skills,Online:Critical Charge,6.1.5,* Stampede (morph): This morph now also causes the initial hit to deal Area of Effect damage on impact.
skills,Online:Critical Charge,7.0.5,"* Stampede (morph): Increased the damage done by the initial hit of this ability by 25%, and the damage of the Damage over Time effect by approximately 127%. Overall, this will result in approximately 86% more damage, which was done to help offset the changes to Merciless Charge, as well as to help Two Handed stick out better as a viable back bar option."
skills,Online:Critical Charge,7.3.5,"* Critical Rush (morph): ** This ability now ranks up in cost reduction instead of 1.1% damage done per rank. ** Reduced the base cost to 3510, down from 3780. * Stampede (morph): ** Reduced the initial hit of this ability by 20%. ** Increased the base cost to 4590, up from 3780. ** Increased the duration of the residual area to 15 seconds, up from 10 seconds. ** Increased the damage per tick of the Damage over Time by approximately 3%. **Developer Comment: Similar to Carve, this ability's potency was juiced up to inject some power for the skill lines' PvE performance, but ultimately created a situation where the other morph felt eclipsed entirely, even in PvP. Stampede now focuses its damage less on an upfront burst, and instead on more sustained damage for targets sitting in the area. Overall, this will reduce the DPS of the skill as well, while letting it have a slightly longer duration to the effect so you can focus on other actions instead."
