family,page,template,param,value
sets,Online:Rakkhat's Voidmantle,ESO Sets With,settype,Medium Armor
sets,Online:Rakkhat's Voidmantle,ESO Sets With,dlc,Seasons of the Worm Cult
sets,Online:Rakkhat's Voidmantle,ESO Sets With,source,Antiquities
sets,Online:Rallying Cry,SetBonus,2 items,Adds 15-657 Critical Chance
sets,Online:Rallying Cry,SetBonus,3 items,Adds 9-424 Critical Resistance
sets,Online:Rallying Cry,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Rallying Cry,SetBonus,5 items,"When your healing critically strikes while Battle Spirit is active, you and group members within 12 meters of you gain 22-986 Critical Resistance and 6-300 Weapon Damage and Spell Damage for 20 seconds. Each group member affected reduces the Weapon Damage and Spell Damage by 0-15 and Critical Resistance by 1-50. This effect can occur once every 15 seconds."
sets,Online:Rallying Cry,Trail,1,Sets
sets,Online:Rallying Cry,Online Update,type,itemset
sets,Online:Rallying Cry,ESO Weapon Damage Link,3,y
sets,Online:Rallying Cry,ESO Weapon Damage Link,3,y
sets,Online:Rallying Cry,ESO Weapon Damage Link,3,y
sets,Online:Rallying Cry,ESO Icon Abbr,1,misc
sets,Online:Rallying Cry,ESO Icon Abbr,2,Rallying Cry
sets,Online:Rallying Cry,ESO Sets With,1,Weapon/Spell Critical
sets,Online:Rallying Cry,ESO Sets With,2,Maximum Magicka
sets,Online:Rallying Cry,ESO Sets With,3,Double Weapon/Spell Critical
sets,Online:Rallying Cry,ESO Sets With,4,PvP Bonus
sets,Online:Rallying Cry,ESO Sets With,5,Critical Healing Bonus
sets,Online:Rallying Cry,ESO Sets With,6,Group Bonus
sets,Online:Rallying Cry,ESO Sets With,7,Full Group Bonus
sets,Online:Rallying Cry,ESO Sets With,8,Area of Effect
sets,Online:Rallying Cry,ESO Sets With,9,Distance Bonus
sets,Online:Rallying Cry,ESO Sets With,10,Weapon/Spell Damage
sets,Online:Rallying Cry,ESO Sets With,11,Critical Resistance
sets,Online:Rallying Cry,ESO Sets With,12,Drawbacks
sets,Online:Rallying Cry,ESO Sets With,13,5-Piece Bonus
sets,Online:Rallying Cry,ESO Sets With,14,Alliance Style
sets,Online:Rallying Cry,ESO Sets With,15,Light Armor
sets,Online:Rallying Cry,ESO Sets With,16,Any Weapon
sets,Online:Rallying Cry,ESO Sets With,17,Jewelry
sets,Online:Rallying Cry,ESO Sets With,18,Alliance Point Cost
sets,Online:Rallying Cry,ESO Sets With,settype,Light Armor
sets,Online:Rallying Cry,ESO Sets With,source,Elite Gear Vendors
sets,Online:Rampaging Slash,SetBonus,2 items,"When you deal damage with Low Slash, your next fully-charged Heavy Attack used within 5 seconds restores 44-1904 Magicka and Stamina."
sets,Online:Rampaging Slash,Mod Header,1,Orsinium
sets,Online:Rampaging Slash,Trail,1,Sets
sets,Online:Rampaging Slash,Online Update,type,itemset
sets,Online:Rampaging Slash,ESO Sets With,1,Skill Bonus
sets,Online:Rampaging Slash,ESO Sets With,2,Heavy Attack Bonus
sets,Online:Rampaging Slash,ESO Sets With,3,Restore Magicka
sets,Online:Rampaging Slash,ESO Sets With,4,Restore Stamina
sets,Online:Rampaging Slash,ESO Sets With,5,2-Piece Bonus
sets,Online:Rampaging Slash,ESO Sets With,6,One Handed Weapon
sets,Online:Rampaging Slash,ESO Sets With,7,Shield
sets,Online:Rampaging Slash,ESO Sets With,8,Dwemer Style
sets,Online:Rampaging Slash,ESO Sets With,settype,Weapon
sets,Online:Rampaging Slash,ESO Sets With,source,Maelstrom Arena (place)
sets,Online:Ranger's Gait,SetBonus,2 items,Adds 3-129 Stamina Recovery
sets,Online:Ranger's Gait,SetBonus,3 items,Adds 15-657 Critical Chance
sets,Online:Ranger's Gait,SetBonus,4 items,Adds 25-1096 Maximum Stamina
sets,Online:Ranger's Gait,SetBonus,5 items,Adds 3-129 Stamina Recovery; Reduce the effectiveness of snares applied to you by 50%.
sets,Online:Ranger's Gait,Trail,1,Sets
sets,Online:Ranger's Gait,Online Update,type,itemset
sets,Online:Ranger's Gait,ESO Stamina Link,1,3-129
sets,Online:Ranger's Gait,ESO Stamina Link,2,Recovery
sets,Online:Ranger's Gait,ESO Stamina Link,1,25-1096 Maximum
sets,Online:Ranger's Gait,ESO Stamina Link,1,3-129
sets,Online:Ranger's Gait,ESO Stamina Link,2,Recovery
sets,Online:Ranger's Gait,Item Link,id,1663
sets,Online:Ranger's Gait,Item Link,2,Cheliceral Hook
sets,Online:Ranger's Gait,Item Link,quality,2
sets,Online:Ranger's Gait,Item Link,summary,1
sets,Online:Ranger's Gait,ESO Sets With,1,Stamina Recovery
sets,Online:Ranger's Gait,ESO Sets With,2,Weapon/Spell Critical
sets,Online:Ranger's Gait,ESO Sets With,3,Maximum Stamina
sets,Online:Ranger's Gait,ESO Sets With,4,Double Stamina Recovery
sets,Online:Ranger's Gait,ESO Sets With,5,Reduce Debuff Effects
sets,Online:Ranger's Gait,ESO Sets With,6,5-Piece Bonus
sets,Online:Ranger's Gait,ESO Sets With,7,Medium Armor
sets,Online:Ranger's Gait,ESO Sets With,8,Any Weapon
sets,Online:Ranger's Gait,ESO Sets With,9,Jewelry
sets,Online:Ranger's Gait,ESO Sets With,10,Wood Elf Style
sets,Online:Ranger's Gait,ESO Sets With,settype,Medium Armor
sets,Online:Ranger's Gait,ESO Sets With,source,Grahtwood
sets,Online:Rattlecage,SetBonus,2 items,Adds 28-1206 Maximum Health
sets,Online:Rattlecage,SetBonus,3 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Rattlecage,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Rattlecage,SetBonus,5 items,"Adds 3-171 Weapon Damage and Spell Damage; Gain Major Brutality and Sorcery at all times, increasing your Weapon Damage and Spell Damage by 20%."
sets,Online:Rattlecage,Trail,1,Sets
sets,Online:Rattlecage,Online Update,type,itemset
sets,Online:Rattlecage,ESO Health Link,1,28-1206 Maximum
sets,Online:Rattlecage,ESO Weapon Damage Link,3,y
sets,Online:Rattlecage,ESO Weapon Damage Link,3,y
sets,Online:Rattlecage,ESO Weapon Damage Link,3,y
sets,Online:Rattlecage,ESO Weapon Damage Link,3,y
sets,Online:Rattlecage,Item Link,1,Forbidden Jewels
sets,Online:Rattlecage,Item Link,id,54249
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,1,Gem of Curses
sets,Online:Rattlecage,Item Link,id,54516
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,1,Soul-Siphon
sets,Online:Rattlecage,Item Link,id,44732
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,1,Bonebound Ring
sets,Online:Rattlecage,Item Link,id,54246
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,1,Despair
sets,Online:Rattlecage,Item Link,id,44761
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,1,Achæraizur's Chain
sets,Online:Rattlecage,Item Link,id,54250
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,1,Omen's Edge
sets,Online:Rattlecage,Item Link,id,44728
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,1,Vengeance
sets,Online:Rattlecage,Item Link,id,44760
sets,Online:Rattlecage,Item Link,summary,1
sets,Online:Rattlecage,Item Link,quality,3
sets,Online:Rattlecage,ESO Sets With,1,Maximum Health
sets,Online:Rattlecage,ESO Sets With,2,Weapon/Spell Damage
sets,Online:Rattlecage,ESO Sets With,3,Double Weapon/Spell Damage
sets,Online:Rattlecage,ESO Sets With,4,Double Weapon/Spell Damage
sets,Online:Rattlecage,ESO Sets With,5,Triple Weapon/Spell Damage
sets,Online:Rattlecage,ESO Sets With,6,Major Brutality
sets,Online:Rattlecage,ESO Sets With,7,Major Sorcery
sets,Online:Rattlecage,ESO Sets With,8,5-Piece Bonus
sets,Online:Rattlecage,ESO Sets With,9,Heavy Armor
sets,Online:Rattlecage,ESO Sets With,10,Any Weapon
sets,Online:Rattlecage,ESO Sets With,11,Jewelry
sets,Online:Rattlecage,ESO Sets With,12,Daedric Style
sets,Online:Rattlecage,ESO Sets With,settype,Heavy Armor
sets,Online:Rattlecage,ESO Sets With,source,Vaults of Madness
sets,Online:Ravager,SetBonus,2 items,Adds 15-657 Critical Chance
sets,Online:Ravager,SetBonus,3 items,Adds 28-1206 Maximum Health
sets,Online:Ravager,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Ravager,SetBonus,5 items,"Each time you attempt to reduce the target's Physical Resistance or Spell Resistance, you gain a stack of Ravager for 5 seconds, increasing your Weapon Damage and Spell Damage by 3-146. You can gain a stack every 1 second. At 4 stacks, the duration doubles but cannot be refreshed."
sets,Online:Ravager,Trail,1,Sets
sets,Online:Ravager,Online Update,type,itemset
sets,Online:Ravager,ESO Health Link,1,28-1206 Maximum
sets,Online:Ravager,ESO Weapon Damage Link,3,y
sets,Online:Ravager,ESO Resistance Link,1,Physical
sets,Online:Ravager,ESO Resistance Link,4,y
sets,Online:Ravager,ESO Resistance Link,1,Spell
sets,Online:Ravager,ESO Weapon Damage Link,3,y
sets,Online:Ravager,ESO Sets With,1,Weapon/Spell Critical
sets,Online:Ravager,ESO Sets With,2,Maximum Health
sets,Online:Ravager,ESO Sets With,3,Weapon/Spell Damage
sets,Online:Ravager,ESO Sets With,4,Debuff Bonus
sets,Online:Ravager,ESO Sets With,5,Negative Effect Bonus
sets,Online:Ravager,ESO Sets With,6,Double Weapon/Spell Damage
sets,Online:Ravager,ESO Sets With,7,5-Piece Bonus
sets,Online:Ravager,ESO Sets With,8,Heavy Armor
sets,Online:Ravager,ESO Sets With,9,Any Weapon
sets,Online:Ravager,ESO Sets With,10,Jewelry
sets,Online:Ravager,ESO Sets With,11,Alliance Style
sets,Online:Ravager,ESO Sets With,12,Alliance Point Cost
sets,Online:Ravager,ESO Sets With,settype,Heavy Armor
sets,Online:Ravager,ESO Sets With,source,Vlastarus
sets,Online:Reactive Armor,SetBonus,2 items,Adds 25-1096 Maximum Stamina
sets,Online:Reactive Armor,SetBonus,3 items,Adds 3-129 Stamina Recovery
sets,Online:Reactive Armor,SetBonus,4 items,Adds 28-1206 Maximum Health
sets,Online:Reactive Armor,SetBonus,5 items,"After you are affected by a disabling effect, your damage taken is reduced by 33% for 5 seconds. This effect can occur every 20 seconds."
sets,Online:Reactive Armor,Mod Header,1,Imperial City
sets,Online:Reactive Armor,Trail,1,Sets
sets,Online:Reactive Armor,Online Update,type,itemset
sets,Online:Reactive Armor,ESO Stamina Link,1,25-1096 Maximum
sets,Online:Reactive Armor,ESO Stamina Link,1,3-129
sets,Online:Reactive Armor,ESO Stamina Link,2,Recovery
sets,Online:Reactive Armor,ESO Health Link,1,28-1206 Maximum
sets,Online:Reactive Armor,ESO Sets With,1,Maximum Stamina
sets,Online:Reactive Armor,ESO Sets With,2,Stamina Recovery
sets,Online:Reactive Armor,ESO Sets With,3,Maximum Health
sets,Online:Reactive Armor,ESO Sets With,4,Negative Effect on Friendly Bonus
sets,Online:Reactive Armor,ESO Sets With,5,Reduce Damage Taken
sets,Online:Reactive Armor,ESO Sets With,6,5-Piece Bonus
sets,Online:Reactive Armor,ESO Sets With,7,Heavy Armor
sets,Online:Reactive Armor,ESO Sets With,8,Any Weapon
sets,Online:Reactive Armor,ESO Sets With,9,Jewelry
sets,Online:Reactive Armor,ESO Sets With,10,Alliance Style
sets,Online:Reactive Armor,ESO Sets With,11,Tel Var Cost
sets,Online:Reactive Armor,ESO Sets With,settype,Heavy Armor
sets,Online:Reactive Armor,ESO Sets With,source,Tel Var Merchants
sets,Online:Reawakened Hierophant,SetBonus,2 items,Adds 17-731 Maximum Magicka; Adds 17-731 Maximum Stamina
sets,Online:Reawakened Hierophant,SetBonus,3 items,Adds 17-731 Maximum Magicka; Adds 17-731 Maximum Stamina
sets,Online:Reawakened Hierophant,SetBonus,4 items,Adds 17-731 Maximum Magicka; Adds 17-731 Maximum Stamina
sets,Online:Reawakened Hierophant,SetBonus,5 items,"Casting a non-Ultimate Curative Runeform ability grants an effect for 6 seconds to your affected allies based on how many Crux you had. At 1 Crux, allies gain a damage shield that absorbs 3618 damage. At 2 Crux, allies gain Minor Heroism, granting 1 Ultimate every 1.5 seconds. At 3 Crux, allies gain Major Protection, reducing damage taken by 10%."
sets,Online:Reawakened Hierophant,Trail,1,Sets
sets,Online:Reawakened Hierophant,Online Update,type,itemset
sets,Online:Reawakened Hierophant,ESO Magicka Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Stamina Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Magicka Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Stamina Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Magicka Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Stamina Link,1,17-731 Maximum
sets,Online:Reawakened Hierophant,ESO Ultimate Link,1,1
sets,Online:Reawakened Hierophant,ESO Sets With,1,Maximum Magicka
sets,Online:Reawakened Hierophant,ESO Sets With,2,Maximum Stamina
sets,Online:Reawakened Hierophant,ESO Sets With,3,Double Maximum Magicka
sets,Online:Reawakened Hierophant,ESO Sets With,4,Double Maximum Stamina
sets,Online:Reawakened Hierophant,ESO Sets With,5,Triple Maximum Magicka
sets,Online:Reawakened Hierophant,ESO Sets With,6,Triple Maximum Stamina
sets,Online:Reawakened Hierophant,ESO Sets With,7,Skill Bonus
sets,Online:Reawakened Hierophant,ESO Sets With,8,Class Abilities Bonus
sets,Online:Reawakened Hierophant,ESO Sets With,9,Damage Shield
sets,Online:Reawakened Hierophant,ESO Sets With,10,Minor Heroism
sets,Online:Reawakened Hierophant,ESO Sets With,11,Major Protection
sets,Online:Reawakened Hierophant,ESO Sets With,12,5-Piece Bonus
sets,Online:Reawakened Hierophant,ESO Sets With,13,Light Armor
sets,Online:Reawakened Hierophant,ESO Sets With,14,Medium Armor
sets,Online:Reawakened Hierophant,ESO Sets With,15,Heavy Armor
sets,Online:Reawakened Hierophant,ESO Sets With,16,Any Weapon
sets,Online:Reawakened Hierophant,ESO Sets With,17,Jewelry
sets,Online:Reawakened Hierophant,ESO Sets With,18,Reawakened Hierophant Style
sets,Online:Reawakened Hierophant,ESO Sets With,settype,All Weights
sets,Online:Reawakened Hierophant,ESO Sets With,source,Infinite Archive
sets,Online:Recovery Convergence,SetBonus,2 items,Adds 4% Healing Done
sets,Online:Recovery Convergence,SetBonus,3 items,"Gain Minor Aegis at all times, reducing your damage taken from Dungeon, Trial, and Arena Monsters by 5%."
sets,Online:Recovery Convergence,SetBonus,4 items,Adds 25-1096 Maximum Magicka
sets,Online:Recovery Convergence,SetBonus,5 items,"While in combat, overhealing done is converted into stored energy on you for 20 seconds. After overhealing 100000 Health, your energy maxes out, granting you the Convergence Release synergy. When you activate this synergy, restore 160-6886 Stamina and Magicka to yourself and group members within 28 meters of you."
sets,Online:Recovery Convergence,Mod Header,1,2025 Content Pass
sets,Online:Recovery Convergence,Trail,1,Sets
sets,Online:Recovery Convergence,Online Update,type,itemset
sets,Online:Recovery Convergence,ESO Magicka Link,1,25-1096 Maximum
sets,Online:Recovery Convergence,ESO Health Link,1,100000
sets,Online:Recovery Convergence,ESO Stamina Link,1,160-6886
sets,Online:Recovery Convergence,ESO Sets With,1,Maximum Magicka
sets,Online:Recovery Convergence,ESO Sets With,2,Minor Aegis
sets,Online:Recovery Convergence,ESO Sets With,3,Increase Healing Done
sets,Online:Recovery Convergence,ESO Sets With,4,Healing Bonus
sets,Online:Recovery Convergence,ESO Sets With,5,Synergy Bonus
sets,Online:Recovery Convergence,ESO Sets With,6,Distance Bonus
sets,Online:Recovery Convergence,ESO Sets With,7,Group Bonus
sets,Online:Recovery Convergence,ESO Sets With,8,Restore Magicka
sets,Online:Recovery Convergence,ESO Sets With,9,Restore Stamina
sets,Online:Recovery Convergence,ESO Sets With,10,5-Piece Bonus
sets,Online:Recovery Convergence,ESO Sets With,11,Light Armor
sets,Online:Recovery Convergence,ESO Sets With,12,Any Weapon
sets,Online:Recovery Convergence,ESO Sets With,13,Jewelry
sets,Online:Recovery Convergence,ESO Sets With,14,Coldharbour Dominator Style
sets,Online:Recovery Convergence,ESO Sets With,settype,Light Armor
sets,Online:Recovery Convergence,ESO Sets With,dlc,Seasons of the Worm Cult
sets,Online:Recovery Convergence,ESO Sets With,source,Ossein Cage
sets,Online:Red Eagle's Fury,SetBonus,2 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Red Eagle's Fury,SetBonus,3 items,Adds 15-657 Critical Chance
sets,Online:Red Eagle's Fury,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Red Eagle's Fury,SetBonus,5 items,Adds 10-469 Weapon Damage and Spell Damage to your Weapon Skill abilities. Increases the cost of your Weapon Skill abilities by 5%.
sets,Online:Red Eagle's Fury,Trail,1,Sets
sets,Online:Red Eagle's Fury,Mod Header,1,Markarth
sets,Online:Red Eagle's Fury,Online Update,type,itemset
sets,Online:Red Eagle's Fury,ESO DLC,1,Markarth
sets,Online:Red Eagle's Fury,ESO Weapon Damage Link,3,y
sets,Online:Red Eagle's Fury,ESO Weapon Damage Link,3,y
sets,Online:Red Eagle's Fury,ESO Weapon Damage Link,3,y
sets,Online:Red Eagle's Fury,Place Link,1,Red Eagle Redoubt
sets,Online:Red Eagle's Fury,ESO Sets With,1,Weapon/Spell Damage
sets,Online:Red Eagle's Fury,ESO Sets With,2,Weapon/Spell Critical
sets,Online:Red Eagle's Fury,ESO Sets With,3,Weapon/Spell Critical
sets,Online:Red Eagle's Fury,ESO Sets With,4,Double Weapon/Spell Damage
sets,Online:Red Eagle's Fury,ESO Sets With,5,Skill Bonus
sets,Online:Red Eagle's Fury,ESO Sets With,6,Drawbacks
sets,Online:Red Eagle's Fury,ESO Sets With,7,5-Piece Bonus
sets,Online:Red Eagle's Fury,ESO Sets With,8,Light Armor
sets,Online:Red Eagle's Fury,ESO Sets With,9,Medium Armor
sets,Online:Red Eagle's Fury,ESO Sets With,10,Heavy Armor
sets,Online:Red Eagle's Fury,ESO Sets With,11,Any Weapon
sets,Online:Red Eagle's Fury,ESO Sets With,12,Jewelry
sets,Online:Red Eagle's Fury,ESO Sets With,13,Crafting Site(s)
sets,Online:Red Eagle's Fury,ESO Sets With,settype,All Weights
sets,Online:Red Eagle's Fury,ESO Sets With,dlc,Markarth
sets,Online:Red Eagle's Fury,ESO Sets With,source,Red Eagle Redoubt
sets,Online:Redistributor,SetBonus,2 items,Adds 28-1206 Maximum Health
sets,Online:Redistributor,SetBonus,3 items,Adds 25-1096 Maximum Stamina
sets,Online:Redistributor,SetBonus,4 items,Adds 25-1096 Maximum Magicka
sets,Online:Redistributor,SetBonus,5 items,"When you overheal yourself, you heal a group member within 15 meters of you for 663 Health. This effect can occur once every 1 second and scales off the higher of your Max Magicka or Stamina."
sets,Online:Redistributor,Mod Header,1,Imperial City
sets,Online:Redistributor,Trail,1,Sets
sets,Online:Redistributor,Online Update,type,itemset
sets,Online:Redistributor,ESO DLC,1,Imperial City
sets,Online:Redistributor,ESO Health Link,1,28-1206 Maximum
sets,Online:Redistributor,ESO Stamina Link,1,25-1096 Maximum
sets,Online:Redistributor,ESO Magicka Link,1,25-1096 Maximum
sets,Online:Redistributor,ESO Health Link,1,663
sets,Online:Redistributor,Place Link,1,Arboretum Armory
sets,Online:Redistributor,ESO Sets With,1,Maximum Health
sets,Online:Redistributor,ESO Sets With,2,Maximum Stamina
sets,Online:Redistributor,ESO Sets With,3,Maximum Magicka
